"KIREEVSKY_1" "KIREEVSKY_2" "KIREEVSKY_3" "PESENNIKI" "RP_1810" "RP_1820" "RP_1830" "RP_1840" "ruscorpora_1" "ruscorpora_2" "ruscorpora_3" "SOBOLEVSKY_1" "SOBOLEVSKY_2" "SOBOLEVSKY_3"
"игривый" 0 0.005 0 0 0 0 0.00444483954129256 0 0 0.025 0.015 0 0 0
"избывать" 0.005 0.01 0.01 0.00488639139995114 0.0107330685843083 0 0 0.00846310088016249 0 0 0 0.005 0.005 0
"казачка" 0.015 0 0 0 0 0 0.00444483954129256 0 0 0 0 0.01 0.005 0.015
"казнить" 0 0.005 0.005 0 0 0 0 0 0.01 0.005 0 0.01 0.005 0.01
"каленый" 0.005 0 0 0.00488639139995114 0 0 0.00444483954129256 0 0 0 0 0 0.015 0.02
"капуста" 0 0.01 0.005 0.0146591741998534 0 0 0.00444483954129256 0 0 0 0.005 0.005 0.005 0
"карета" 0.005 0.01 0.01 0.00488639139995114 0 0 0 0 0 0.005 0 0.005 0.005 0.005
"катюша" 0 0 0 0 0 0 0 0 0 0 0 0.02 0.025 0.005
"кинуться" 0 0 0.005 0 0 0.0335232986925914 0.00888967908258512 0.00846310088016249 0 0.005 0 0 0 0.005
"кнут" 0.005 0.01 0.015 0.00488639139995114 0 0 0.00444483954129256 0 0 0.005 0 0 0 0.005
"колыбель" 0 0 0.005 0.00488639139995114 0.0107330685843083 0.00838082467314784 0 0 0.01 0.005 0.015 0 0 0
"комар" 0.005 0.005 0.015 0 0 0 0 0 0.005 0 0 0 0.01 0.01
"контора" 0 0.005 0 0.0390911311996091 0 0 0 0 0.005 0 0 0 0 0
"коренье" 0.01 0.02 0.02 0 0 0 0 0 0 0 0 0 0 0
"круглый" 0.005 0 0 0 0.0107330685843083 0 0.0177793581651702 0 0 0.005 0.005 0.01 0 0
"кувшин" 0 0.005 0 0 0 0.0167616493462957 0.0266690372477554 0 0 0 0 0.005 0 0
"лавр" 0 0 0 0 0 0 0 0 0.015 0.015 0.02 0 0 0
"лакей" 0.005 0 0 0.00977278279990227 0 0 0 0 0 0.005 0 0.01 0.005 0.015
"лебедка" 0.015 0.015 0.005 0 0 0 0.00444483954129256 0 0 0 0 0.005 0 0.005
"лелеять" 0 0 0 0 0 0 0.0177793581651702 0 0.01 0.005 0.015 0 0 0
"лисица" 0.005 0.015 0 0.00488639139995114 0 0 0 0 0.005 0 0.005 0 0.005 0.01
"лобзание" 0 0 0 0 0 0.0167616493462957 0 0 0.01 0.015 0.015 0 0 0
"лобзать" 0 0 0 0 0 0.0167616493462957 0.00444483954129256 0 0.015 0.005 0.015 0 0 0
"лошадка" 0.005 0 0 0 0 0 0.00444483954129256 0.016926201760325 0 0 0 0.015 0.005 0.01
"ляля" 0.015 0.015 0.02 0 0 0 0 0 0 0 0 0 0 0
"мамонька" 0 0 0 0 0 0 0 0 0 0 0 0.02 0.015 0.015
"модный" 0.015 0 0.01 0 0 0.00838082467314784 0 0 0.01 0 0 0.01 0 0
"мудрый" 0 0.005 0 0.00488639139995114 0 0 0 0.00846310088016249 0.01 0.01 0 0.005 0 0.01
"надоедать" 0.005 0 0.005 0.00488639139995114 0 0 0 0.00846310088016249 0.005 0 0.005 0.01 0.01 0
"напоминать" 0 0 0 0.00977278279990227 0.0321992057529248 0 0.00444483954129256 0 0.01 0.01 0 0 0 0
"наслаждаться" 0 0 0 0 0.0107330685843083 0.0251424740194435 0 0 0 0.02 0.01 0 0 0
"находиться" 0.01 0.005 0.005 0 0 0 0 0 0.005 0.01 0 0 0.015 0
"невод" 0.005 0 0 0.00488639139995114 0 0 0 0 0.005 0.01 0 0.005 0.01 0.01
"невольный" 0 0.005 0.005 0 0.0107330685843083 0 0 0.00846310088016249 0.02 0.005 0.005 0 0 0
"недолго" 0 0 0.005 0.00488639139995114 0 0 0.00444483954129256 0 0 0.02 0 0.005 0.005 0.005
"незваный" 0 0.005 0 0.00488639139995114 0 0.0167616493462957 0.00888967908258512 0.00846310088016249 0 0.005 0 0 0.005 0.005
"нездоровый" 0.005 0.005 0 0.00488639139995114 0 0 0 0 0.005 0 0 0.01 0.015 0.005
"немец" 0.005 0.005 0 0 0 0 0 0.00846310088016249 0.01 0 0.025 0 0 0
"ненавидеть" 0 0 0 0 0 0 0.00444483954129256 0 0.005 0 0.02 0 0.015 0.005
"ненадолго" 0.01 0.01 0.005 0.00977278279990227 0.0214661371686165 0 0.00444483954129256 0 0 0 0 0 0 0
"новенький" 0 0.025 0.01 0 0 0 0 0 0 0 0 0.005 0.005 0.005
"обида" 0 0 0 0 0 0 0.00444483954129256 0 0.025 0.01 0.005 0 0 0.005
"обижать" 0 0 0 0 0 0.00838082467314784 0.0133345186238777 0.00846310088016249 0.005 0.005 0.01 0 0.005 0
"огромный" 0 0 0 0 0 0 0 0 0.01 0.02 0.02 0 0 0
"однако" 0 0 0 0 0 0 0 0 0.015 0.01 0.02 0.005 0 0
"опасный" 0 0 0 0 0.0214661371686165 0 0 0.00846310088016249 0.01 0.015 0.01 0 0 0
"отправляться" 0.005 0.005 0 0 0 0 0.00444483954129256 0.00846310088016249 0.005 0.005 0.01 0 0.005 0.005
"пал" 0 0 0 0 0 0.00838082467314784 0.0133345186238777 0 0.005 0 0.01 0.005 0.005 0.005
"парить" 0 0 0 0 0.0107330685843083 0 0 0 0.02 0.005 0.015 0 0.005 0
"передавать" 0 0 0 0 0 0.0167616493462957 0 0.016926201760325 0 0.01 0.02 0 0 0
"перстенек" 0.005 0.01 0.005 0 0 0 0 0 0 0 0 0.005 0.005 0.02
"петербургский" 0.01 0.005 0.005 0.00977278279990227 0 0 0 0 0.005 0 0.005 0 0.005 0.005
"питать" 0 0 0 0.00488639139995114 0.0107330685843083 0 0 0 0.01 0.015 0.015 0 0 0
"плакаться" 0 0.005 0 0 0.0214661371686165 0 0.0177793581651702 0.00846310088016249 0 0 0 0 0.005 0.005
"пленительный" 0 0 0 0 0 0 0 0 0.005 0.025 0.02 0 0 0
"плеск" 0 0 0 0.00488639139995114 0 0 0 0 0.02 0.01 0.015 0 0 0
"повидаться" 0.005 0 0.005 0.00488639139995114 0.0107330685843083 0 0.0222241977064628 0 0 0 0 0.005 0 0
"повод" 0.02 0.005 0 0 0 0 0 0 0.005 0.01 0 0.005 0.005 0
"погодить" 0 0 0 0 0 0.0335232986925914 0 0 0 0.01 0.005 0.005 0.005 0.005
"погружать" 0 0 0 0.00977278279990227 0.0107330685843083 0 0 0 0.015 0.005 0.015 0 0 0
"подбегать" 0.01 0.01 0.005 0 0 0 0 0 0.005 0 0 0.015 0.005 0
"покорный" 0 0 0 0.00488639139995114 0 0 0 0 0.01 0.015 0.015 0 0.005 0
"поливаться" 0.005 0.01 0.005 0.00488639139995114 0 0 0 0 0.005 0.005 0.015 0 0 0
"полотняный" 0.02 0 0 0.0146591741998534 0 0.00838082467314784 0 0 0 0 0 0 0.01 0
"полюбиться" 0.005 0 0.01 0 0 0 0.0222241977064628 0 0.005 0 0 0.005 0 0
"поля" 0.005 0.01 0.015 0 0 0 0 0 0 0.005 0 0.005 0.01 0
"понестись" 0 0.005 0.005 0 0 0 0.0133345186238777 0 0.005 0.02 0 0 0 0
"походить" 0.005 0.005 0.015 0 0 0 0 0 0 0.005 0 0.005 0.005 0.01
"поцеловаться" 0.01 0 0 0.00977278279990227 0 0 0 0 0 0 0 0.005 0.015 0.01
"почтенный" 0 0 0 0 0 0 0 0 0.015 0.015 0.02 0 0 0
"предел" 0 0 0 0 0 0.00838082467314784 0.00444483954129256 0 0.01 0.02 0.01 0 0 0
"прельщаться" 0.005 0.015 0 0.00488639139995114 0 0.00838082467314784 0 0.016926201760325 0 0.005 0.005 0 0 0
"приказ" 0.005 0 0.01 0.00488639139995114 0.0107330685843083 0.00838082467314784 0 0 0 0.01 0 0 0.005 0.005
"пример" 0 0 0 0.00488639139995114 0.0107330685843083 0 0.00444483954129256 0.00846310088016249 0.005 0.01 0.01 0 0.005 0
"проглянуть" 0 0 0 0.00488639139995114 0.0214661371686165 0.00838082467314784 0.0133345186238777 0.016926201760325 0.005 0 0 0 0 0
"променивать" 0 0 0.01 0.00488639139995114 0 0.00838082467314784 0.0177793581651702 0 0.005 0 0 0.005 0 0
"пропивать" 0.005 0 0.015 0 0 0 0 0 0 0 0 0.01 0.005 0.015
"просвещать" 0.01 0 0 0 0 0 0 0 0.005 0.01 0.01 0 0.005 0.01
"просьба" 0.005 0.01 0.01 0 0 0 0 0.00846310088016249 0.005 0.01 0 0 0 0.005
"проталинка" 0.015 0.005 0 0.00977278279990227 0 0 0.00444483954129256 0 0 0 0 0.005 0 0.01
"прохлада" 0 0 0 0 0.0214661371686165 0 0.00444483954129256 0 0.01 0.015 0.005 0.005 0 0
"пучина" 0 0 0 0 0 0 0.00888967908258512 0 0.005 0.015 0.015 0 0.005 0
"радовать" 0 0 0 0 0.0214661371686165 0 0.0222241977064628 0.0253893026404875 0 0 0 0 0 0
"разгульный" 0 0 0 0 0 0.0167616493462957 0.0133345186238777 0.03385240352065 0.005 0 0 0 0 0
"разудаленький" 0.005 0.01 0.005 0 0 0 0 0 0 0 0 0.005 0.01 0.015
"раскидывать" 0.005 0 0 0.0146591741998534 0 0 0.00444483954129256 0.00846310088016249 0 0 0.005 0.005 0.005 0.005
"расплетать" 0 0 0 0.00488639139995114 0.0107330685843083 0.0251424740194435 0.00888967908258512 0 0 0 0 0.01 0 0.005
"рассевать" 0.005 0.005 0.005 0 0 0.0251424740194435 0 0 0.015 0.005 0 0 0 0
"расстилаться" 0 0.01 0.01 0 0 0 0.0133345186238777 0 0 0 0.01 0 0 0.005
"расцеловывать" 0 0.005 0.005 0.0146591741998534 0 0.00838082467314784 0.0177793581651702 0 0 0 0 0 0 0
"ретива" 0 0 0 0.00488639139995114 0.0107330685843083 0.00838082467314784 0.0222241977064628 0 0 0 0 0.005 0 0.005
"решаться" 0 0.005 0 0 0 0.00838082467314784 0 0 0 0.03 0.01 0 0 0
"родилася" 0 0 0 0.00977278279990227 0.0107330685843083 0.0167616493462957 0.0133345186238777 0 0 0 0 0.01 0 0
"рост" 0.01 0.01 0 0.00488639139995114 0 0 0 0 0.015 0 0 0.005 0.005 0
"рыбка" 0.005 0 0 0 0 0 0 0.0253893026404875 0.015 0 0.01 0 0.005 0
"садовый" 0.005 0.005 0 0.0146591741998534 0 0 0.00888967908258512 0 0 0 0 0.005 0 0.01
"сахарный" 0.005 0 0.01 0.00488639139995114 0 0.00838082467314784 0 0.00846310088016249 0 0 0 0 0.015 0.005
"саша" 0 0 0.005 0 0 0 0 0 0 0 0.015 0.01 0.005 0.015
"сватать" 0.015 0 0.01 0 0 0.0167616493462957 0 0 0 0 0 0 0.005 0.01
"свататься" 0.005 0.005 0.005 0.0195455655998045 0 0 0.00444483954129256 0 0 0 0 0.005 0.005 0
"светило" 0 0 0 0 0 0 0 0 0.015 0.015 0.02 0 0 0
"сгорать" 0.005 0 0.01 0.00488639139995114 0 0 0.00444483954129256 0.00846310088016249 0.005 0.005 0 0.005 0.005 0
"северный" 0 0 0 0.00977278279990227 0 0.00838082467314784 0 0.00846310088016249 0.02 0.01 0 0 0 0
"седина" 0 0.005 0 0 0 0 0 0.0253893026404875 0.01 0.005 0.01 0 0 0.005
"сера" 0.01 0 0.015 0 0 0 0 0 0 0 0 0.01 0.01 0.005
"сжалиться" 0 0 0 0.0146591741998534 0.0321992057529248 0 0.0133345186238777 0 0.005 0 0 0 0 0
"сидючи" 0 0 0 0.00977278279990227 0 0 0.0133345186238777 0.00846310088016249 0 0 0 0.015 0.005 0
"скитаться" 0 0 0 0 0 0 0.00888967908258512 0 0.015 0.005 0.02 0 0 0
"скоморох" 0 0.01 0.005 0.00488639139995114 0 0 0 0 0 0 0 0.02 0.005 0.005
"скончаться" 0.015 0.01 0.02 0 0 0 0 0 0 0 0 0 0 0.005
"следить" 0 0 0 0 0 0 0.0133345186238777 0 0.005 0.01 0.015 0 0.005 0
"смачивать" 0.01 0.005 0.005 0 0 0 0.00444483954129256 0 0 0.005 0 0 0.01 0.01
"советь" 0.015 0.015 0.005 0 0 0 0 0 0 0 0 0.01 0.005 0
"совий" 0.005 0.01 0.02 0 0 0 0.00444483954129256 0.00846310088016249 0 0 0 0 0 0.005
"сожаление" 0 0 0 0.00488639139995114 0 0 0.00444483954129256 0 0.025 0 0.015 0 0 0
"соловеюшко" 0.01 0.015 0 0 0 0 0.0133345186238777 0 0 0 0 0.005 0.005 0
"сонный" 0 0 0 0 0 0 0 0.00846310088016249 0.025 0.01 0.01 0 0 0
"сохранять" 0 0.005 0 0 0.0214661371686165 0.00838082467314784 0.00444483954129256 0 0.01 0.01 0.005 0 0 0
"спина" 0.015 0.005 0.005 0.00488639139995114 0 0 0 0 0 0.005 0.01 0.005 0 0
"спознавать" 0 0.01 0.005 0.0146591741998534 0 0 0.00888967908258512 0 0 0 0 0.005 0 0.005
"спорить" 0 0 0 0.00488639139995114 0 0 0 0 0.01 0.015 0.01 0.005 0 0.005
"спрашиваться" 0 0.005 0.01 0 0 0 0.00888967908258512 0.00846310088016249 0.005 0 0 0.015 0 0
"становить" 0.015 0.025 0 0 0 0 0 0 0 0 0 0.005 0 0.005
"страдалец" 0 0 0 0 0.0107330685843083 0.0419041233657392 0 0 0.015 0 0.005 0 0 0
"страшно" 0 0 0 0 0 0.0167616493462957 0 0.00846310088016249 0.005 0.005 0.025 0 0 0
"строить" 0.02 0.01 0 0 0 0 0 0 0 0.005 0.005 0 0 0.01
"стройный" 0 0 0 0.00488639139995114 0 0.00838082467314784 0.00444483954129256 0.00846310088016249 0.015 0.005 0.01 0 0 0
"стук" 0 0.005 0.005 0 0 0 0 0.016926201760325 0.01 0 0.005 0 0.01 0.005
"сумрак" 0 0 0 0 0 0 0.00888967908258512 0 0.025 0.005 0.01 0 0 0
"сытый" 0 0 0.005 0.00488639139995114 0 0 0.00444483954129256 0.00846310088016249 0 0 0.015 0 0.005 0.01
"тетушка" 0.005 0.015 0.01 0.00488639139995114 0 0 0 0 0 0 0.005 0.005 0.005 0
"тотчас" 0 0 0 0.00488639139995114 0.0214661371686165 0 0 0 0 0.025 0.01 0 0 0
"тошный" 0.015 0.02 0.01 0 0 0 0 0 0 0 0.005 0 0 0
"трон" 0 0 0 0.00488639139995114 0 0 0 0 0.01 0.005 0.03 0 0 0
"труп" 0 0 0 0 0 0 0 0 0.02 0.01 0.02 0 0 0
"убор" 0 0 0 0.00977278279990227 0.0107330685843083 0.00838082467314784 0.00888967908258512 0 0 0 0.005 0.005 0 0.01
"уголок" 0 0.005 0 0.00488639139995114 0 0 0 0 0.015 0.01 0.005 0.005 0.005 0
"угощать" 0.005 0 0 0 0 0.0251424740194435 0.00888967908258512 0.00846310088016249 0 0.005 0 0.005 0.005 0
"угроза" 0 0 0 0 0 0.00838082467314784 0 0.016926201760325 0.02 0 0.01 0.005 0 0
"узор" 0.005 0 0 0.00488639139995114 0 0 0.00444483954129256 0 0.005 0 0 0.02 0.01 0
"умница" 0.005 0.005 0 0 0 0 0.00888967908258512 0 0 0 0 0 0.01 0.02
"умчаться" 0 0 0 0 0 0.00838082467314784 0.0133345186238777 0.016926201760325 0.005 0.01 0.005 0 0 0
"усталый" 0 0 0 0 0 0 0.00888967908258512 0.0253893026404875 0.005 0.01 0.01 0 0 0
"хвалиться" 0 0 0.015 0 0 0 0 0.016926201760325 0.005 0.01 0 0 0.005 0.005
"хватать" 0.005 0.01 0.005 0.00488639139995114 0 0 0 0 0.005 0 0.01 0.005 0 0.005
"хмельной" 0.005 0.005 0 0.00488639139995114 0 0 0 0.00846310088016249 0 0 0.01 0 0.015 0.005
"ход" 0 0.01 0 0 0 0 0 0 0.015 0.015 0.005 0 0.005 0
"черноокий" 0 0 0 0 0 0 0.0222241977064628 0.03385240352065 0 0 0.005 0 0 0
"чудить" 0 0 0 0 0 0 0.0177793581651702 0 0 0 0 0.005 0.015 0.01
"шесть" 0 0 0 0 0.0107330685843083 0 0 0 0.025 0.015 0 0.005 0 0
"щи" 0 0.01 0.005 0.00977278279990227 0 0 0 0 0.005 0.005 0 0.005 0 0.01
"эй" 0.005 0 0.01 0 0 0 0 0.016926201760325 0.005 0.005 0.01 0 0.005 0
"бегать" 0 0 0 0 0.0107330685843083 0 0.00444483954129256 0 0 0.005 0.01 0.01 0.01 0
"белиться" 0.005 0.005 0 0.0195455655998045 0 0 0 0 0 0 0.005 0 0 0.01
"беречься" 0 0 0 0 0 0.00838082467314784 0.0266690372477554 0.00846310088016249 0 0 0.005 0 0 0
"беседовать" 0 0 0 0.00488639139995114 0 0 0 0 0.01 0.01 0.02 0 0 0
"бессмертие" 0 0 0 0 0 0 0 0 0.025 0.01 0.01 0 0 0
"бессчастный" 0.005 0.005 0.005 0.0146591741998534 0 0 0.00444483954129256 0 0 0 0 0.005 0 0.005
"бестия" 0.02 0.015 0 0 0 0 0 0 0 0 0 0 0.01 0
"бобровый" 0.005 0.01 0.005 0 0 0 0.00444483954129256 0.016926201760325 0 0 0.005 0.005 0 0
"богиня" 0 0 0 0 0 0 0 0 0.025 0.01 0.01 0 0 0
"боль" 0 0 0 0 0 0.0251424740194435 0.00888967908258512 0 0 0.02 0 0 0 0
"больший" 0.005 0.005 0.01 0 0 0 0 0 0 0 0 0 0.015 0.01
"бурлак" 0 0.01 0.015 0 0 0 0 0 0 0 0 0.01 0.005 0.005
"былинка" 0.005 0.005 0.005 0 0.0107330685843083 0 0.00444483954129256 0 0.005 0.005 0.005 0 0 0.005
"быстра" 0 0 0 0.00488639139995114 0 0 0 0 0 0.005 0 0 0.03 0.005
"васильюшка" 0.01 0 0 0 0 0 0 0 0 0 0 0 0.015 0.02
"вековечный" 0.01 0.005 0 0.00488639139995114 0 0 0 0 0.005 0 0 0.01 0 0.01
"величие" 0 0 0 0 0 0 0 0 0.025 0.015 0.005 0 0 0
"венчать" 0 0 0 0.00488639139995114 0 0 0.00888967908258512 0 0.01 0 0.01 0.005 0.005 0
"верх" 0.005 0.005 0.005 0 0 0 0.00444483954129256 0.00846310088016249 0 0 0.005 0.01 0.005 0
"веселость" 0 0 0 0 0.042932274337233 0.00838082467314784 0.00444483954129256 0.00846310088016249 0 0.005 0.005 0 0 0
"видаться" 0.015 0 0 0.00977278279990227 0.0107330685843083 0 0.00888967908258512 0 0 0 0 0 0.005 0
"влечь" 0 0 0 0 0 0 0 0 0.02 0.01 0.015 0 0 0
"воевода" 0 0 0.005 0.00488639139995114 0 0.0251424740194435 0 0.00846310088016249 0.01 0 0 0 0.005 0
"возвышенный" 0 0 0 0 0 0 0 0 0.02 0.015 0.01 0 0 0
"воздушный" 0 0 0 0 0.0107330685843083 0 0 0 0.01 0.015 0.015 0 0 0
"возить" 0 0.005 0 0.00488639139995114 0 0 0 0 0.005 0.005 0.005 0.01 0.005 0.005
"восклицать" 0 0 0.005 0 0 0.00838082467314784 0.00444483954129256 0 0.005 0.005 0.015 0.005 0 0
"вослед" 0.005 0 0.005 0 0 0 0 0 0.015 0.01 0.005 0 0 0.005
"восьмой" 0.005 0.01 0.01 0 0 0 0 0 0 0 0 0.005 0.01 0.005
"времячко" 0 0 0 0 0 0 0.00444483954129256 0.00846310088016249 0 0 0 0.015 0.015 0.005
"вселенная" 0 0 0 0 0 0 0 0 0.01 0.02 0.015 0 0 0
"вызывать" 0 0 0.005 0.00977278279990227 0.0107330685843083 0 0.00444483954129256 0 0.01 0.005 0 0 0.005 0
"вымолвить" 0 0 0 0 0.0321992057529248 0.0167616493462957 0.00444483954129256 0 0 0 0 0.005 0.01 0
"высь" 0 0 0 0 0 0 0.00444483954129256 0.00846310088016249 0.015 0.005 0.015 0 0 0
"гибель" 0 0 0 0 0 0.00838082467314784 0.00444483954129256 0 0.02 0.01 0.005 0 0 0
"гладкий" 0 0 0.01 0 0.0107330685843083 0 0.0133345186238777 0 0.005 0 0 0.005 0.005 0
"гордиться" 0 0 0 0 0 0 0 0 0.02 0.01 0.015 0 0 0
"городочек" 0.025 0.005 0.015 0 0 0 0 0 0 0 0 0 0 0
"горюн" 0 0 0 0.00488639139995114 0 0 0 0 0 0 0 0.005 0.02 0.015
"грязный" 0 0.005 0.005 0.00488639139995114 0 0 0 0 0.005 0 0.005 0.015 0.005 0
"гуляка" 0.005 0.005 0.01 0.00488639139995114 0 0 0 0 0 0.005 0.005 0.005 0.005 0
"дальня" 0 0 0 0 0.0321992057529248 0.00838082467314784 0.00444483954129256 0 0 0 0 0.005 0.01 0.005
"дама" 0 0 0 0.00488639139995114 0 0 0 0 0.01 0.02 0.005 0 0 0.005
"девченка" 0.015 0.015 0.015 0 0 0 0 0 0 0 0 0 0 0
"дерзать" 0 0 0 0 0 0 0 0 0.01 0.02 0.015 0 0 0
"детский" 0 0 0 0 0 0.00838082467314784 0.00444483954129256 0.00846310088016249 0.01 0.015 0.005 0 0 0
"днепр" 0 0 0 0 0 0 0.0266690372477554 0 0 0.01 0.005 0 0 0
"догнать" 0.005 0 0 0 0 0.0167616493462957 0.00888967908258512 0 0.005 0.005 0 0 0.005 0.005
"доставать" 0 0.005 0 0.00977278279990227 0 0 0 0.016926201760325 0 0 0.01 0 0.005 0.005
"драгоценный" 0.005 0 0 0 0 0 0.00888967908258512 0 0.005 0.005 0.005 0.01 0.005 0
"дружечка" 0 0 0 0.00977278279990227 0 0.00838082467314784 0.00444483954129256 0 0 0 0 0.005 0.01 0.01
"дубчик" 0 0.005 0 0.0146591741998534 0 0 0 0 0 0 0 0 0.025 0
"живучий" 0.01 0 0 0.0195455655998045 0 0 0 0 0 0 0 0.01 0 0.005
"завиваться" 0 0.005 0.005 0.00488639139995114 0 0 0.00444483954129256 0 0.005 0 0 0.01 0.005 0.005
"завидовать" 0 0 0 0 0.0321992057529248 0 0 0 0.01 0.015 0.005 0 0 0
"закладывать" 0 0.005 0.01 0.00488639139995114 0 0 0 0 0.005 0 0 0.005 0.01 0.005
"запоминать" 0.005 0.015 0.005 0.00488639139995114 0.0107330685843083 0 0 0 0 0 0 0.005 0 0.005
"заходить" 0 0.01 0.025 0 0 0 0.00444483954129256 0 0 0 0 0.005 0 0
"звенеть" 0 0 0 0.00488639139995114 0.0107330685843083 0.00838082467314784 0.00444483954129256 0 0.01 0.005 0.005 0 0 0.005
"здание" 0 0 0 0 0 0 0 0 0.015 0.02 0.01 0 0 0
"зелень" 0 0 0 0 0 0.0167616493462957 0.00888967908258512 0 0.015 0.005 0.005 0 0 0
"злата" 0 0 0 0 0.0107330685843083 0.0167616493462957 0.00444483954129256 0.016926201760325 0 0 0.005 0.005 0 0.005
"знаться" 0.005 0 0 0 0 0 0.0133345186238777 0.00846310088016249 0 0 0 0.01 0.005 0.005
"знойный" 0 0 0 0 0 0.00838082467314784 0.0133345186238777 0 0.015 0.005 0.005 0 0 0
"зыбь" 0 0 0 0 0 0 0 0 0.015 0.015 0.015 0 0 0
"изменница" 0 0 0 0 0.0321992057529248 0 0.0133345186238777 0.0253893026404875 0 0 0 0 0 0
"изменяться" 0 0 0 0 0.0107330685843083 0.00838082467314784 0.00888967908258512 0.00846310088016249 0 0.015 0 0 0.005 0
"казнь" 0 0 0 0.00488639139995114 0 0 0 0 0.01 0.015 0.015 0 0 0
"кален" 0 0 0 0.0146591741998534 0 0.0167616493462957 0.00444483954129256 0 0 0 0 0.015 0 0
"книга" 0 0 0.005 0 0 0 0 0 0 0.01 0.02 0.005 0 0.005
"коварный" 0 0 0 0 0.0107330685843083 0.0167616493462957 0 0 0.015 0.015 0 0 0 0
"коляска" 0.005 0.005 0.005 0.00488639139995114 0 0 0 0 0 0 0 0.005 0.015 0.005
"крапива" 0.005 0 0 0.00488639139995114 0 0 0.00444483954129256 0.00846310088016249 0 0.005 0 0.015 0 0.005
"красавец" 0 0 0 0.00488639139995114 0 0 0.00444483954129256 0.00846310088016249 0.01 0.01 0.005 0.005 0 0
"кружок" 0.005 0.015 0.005 0.00488639139995114 0 0.00838082467314784 0 0 0 0.005 0.005 0 0 0
"кручиниться" 0 0 0 0 0 0.0419041233657392 0.00888967908258512 0.00846310088016249 0.005 0 0 0 0 0
"куница" 0.005 0.015 0.01 0.00488639139995114 0 0 0 0.00846310088016249 0 0 0 0 0.005 0
"кушак" 0.015 0.005 0.005 0.00488639139995114 0 0 0 0.00846310088016249 0 0 0 0 0.01 0
"лампада" 0 0 0 0 0 0 0 0 0.015 0.005 0.025 0 0 0
"ленок" 0 0.01 0 0 0 0 0 0 0 0 0 0.01 0.01 0.015
"лишенный" 0 0 0 0.00488639139995114 0 0 0 0 0.02 0.01 0.01 0 0 0
"ложка" 0.005 0.01 0 0.00977278279990227 0 0 0 0 0 0 0 0.005 0.01 0.005
"локон" 0 0 0 0 0 0 0.0177793581651702 0 0.015 0 0.01 0 0 0
"лучезарный" 0 0 0 0 0.0107330685843083 0 0.00444483954129256 0.00846310088016249 0.01 0.005 0.015 0 0 0
"любиться" 0 0.01 0.01 0.0195455655998045 0 0 0.00444483954129256 0 0 0 0 0 0 0
"любчик" 0 0.005 0.015 0.0146591741998534 0 0 0 0 0 0 0 0 0 0.01
"малинка" 0.005 0.005 0.005 0.0146591741998534 0 0.00838082467314784 0.00888967908258512 0 0 0 0 0 0 0
"малиновый" 0.005 0 0.01 0.00488639139995114 0 0.00838082467314784 0 0 0 0 0 0.01 0.01 0
"медный" 0 0.005 0.005 0.00488639139995114 0 0 0 0 0.01 0.005 0.005 0 0.01 0
"местечко" 0.01 0.005 0.01 0 0 0 0 0 0 0.005 0 0 0.015 0
"мечтать" 0 0 0 0 0 0.00838082467314784 0.00888967908258512 0 0.015 0.005 0.01 0 0 0
"минутный" 0 0 0 0.00488639139995114 0 0 0 0 0.015 0.005 0.02 0 0 0
"молодешенек" 0 0 0 0.00488639139995114 0 0.0167616493462957 0.00444483954129256 0 0 0 0 0.01 0 0.015
"молодешенька" 0.015 0.015 0 0.00977278279990227 0 0 0 0 0 0 0 0.005 0 0
"морянин" 0.01 0.005 0.01 0 0 0 0 0 0 0 0 0.01 0.005 0.005
"морянушка" 0.005 0.02 0.01 0 0 0 0 0 0 0 0 0 0.005 0.005
"муравушка" 0 0.01 0 0.00488639139995114 0 0 0.0133345186238777 0 0 0 0 0.005 0.005 0.005
"мыкать" 0 0 0 0.0146591741998534 0.0214661371686165 0 0.00444483954129256 0.016926201760325 0 0 0 0.005 0 0
"мышь" 0.01 0 0 0 0 0 0 0 0.02 0 0.005 0 0.005 0.005
"набегать" 0.01 0.005 0 0.00488639139995114 0 0.00838082467314784 0.00444483954129256 0.016926201760325 0 0 0 0 0 0.005
"наплакаться" 0.005 0 0.005 0 0.0107330685843083 0 0.0133345186238777 0.00846310088016249 0 0 0 0 0.005 0.005
"наполнять" 0.005 0.005 0 0 0 0 0 0 0.025 0.005 0 0 0.005 0
"насмотреться" 0.01 0.01 0.005 0.00488639139995114 0 0.0167616493462957 0.00444483954129256 0 0 0 0 0 0 0
"настасья" 0 0 0 0 0 0 0 0 0 0 0 0.015 0.015 0.015
