"KIREEVSKY_1" "KIREEVSKY_2" "KIREEVSKY_3" "PESENNIKI" "RP_1810" "RP_1820" "RP_1830" "RP_1840" "ruscorpora_1" "ruscorpora_2" "ruscorpora_3" "SOBOLEVSKY_1" "SOBOLEVSKY_2" "SOBOLEVSKY_3"
"рынок" 0 0 0.005 0.0146591741998534 0 0 0 0 0 0 0 0.005 0.01 0
"сабелька" 0.005 0 0.005 0 0 0 0 0 0 0 0 0 0 0.025
"сажень" 0.005 0 0.005 0 0 0 0 0 0 0 0 0.005 0.01 0.01
"санки" 0.01 0.01 0.005 0 0 0 0 0 0 0 0.005 0.005 0 0
"саратовский" 0.005 0.005 0.005 0 0 0 0 0 0 0 0 0.005 0.01 0.005
"сбросить" 0.005 0 0 0 0 0.00838082467314784 0.00888967908258512 0.00846310088016249 0.005 0 0.005 0 0 0
"сбываться" 0 0 0.005 0 0 0.00838082467314784 0.00888967908258512 0 0 0.005 0.01 0 0 0
"свинец" 0 0 0 0 0.0107330685843083 0.00838082467314784 0.00444483954129256 0 0.005 0.015 0 0 0 0
"связанный" 0.005 0 0.005 0 0 0 0.00444483954129256 0 0 0.005 0.005 0 0.005 0.005
"сзади" 0 0.005 0 0 0 0 0 0 0.015 0 0.005 0 0 0.01
"сладку" 0 0 0 0.00488639139995114 0 0 0 0 0 0 0 0.01 0.015 0.005
"сладострастный" 0 0 0 0 0 0 0.00444483954129256 0 0.02 0 0.01 0 0 0
"слегка" 0 0 0 0 0.0107330685843083 0 0 0 0.005 0.02 0.005 0 0 0
"словечушко" 0 0.01 0.01 0.00488639139995114 0 0 0 0 0 0 0 0 0.01 0
"случилось" 0 0 0 0 0 0 0.00444483954129256 0 0 0 0 0.015 0.01 0.005
"снаряжаться" 0 0 0 0.00977278279990227 0 0 0.00444483954129256 0 0 0 0.005 0.01 0.005 0
"сначала" 0 0 0 0 0 0 0 0 0.015 0 0.02 0 0 0
"собиралисить" 0 0 0 0 0 0.00838082467314784 0 0 0 0 0.005 0.005 0.015 0.005
"совершать" 0 0 0.005 0 0 0 0 0 0.015 0.005 0.005 0.005 0 0
"соглашаться" 0 0 0.005 0.00488639139995114 0 0 0 0 0.005 0.02 0 0 0 0
"создание" 0 0 0 0 0 0 0 0 0.015 0.01 0.01 0 0 0
"соколов" 0 0.01 0.005 0 0.0107330685843083 0 0.00444483954129256 0 0 0 0 0 0.005 0.005
"солдатка" 0 0 0 0.00977278279990227 0 0 0 0 0 0 0 0.01 0.005 0.01
"солетаться" 0.005 0.01 0.01 0 0 0 0 0 0 0 0 0 0.01 0
"солома" 0 0.005 0.01 0 0 0 0.00444483954129256 0 0 0 0.005 0 0 0.01
"сорочка" 0 0.005 0.005 0 0 0 0.00888967908258512 0 0 0 0.005 0 0 0.01
"сорывать" 0 0 0.005 0.00977278279990227 0 0 0 0 0 0 0 0.005 0.015 0
"спаленка" 0.01 0.005 0.005 0.00488639139995114 0 0 0 0 0 0 0 0 0 0.01
"спокидать" 0.02 0.005 0 0 0 0 0 0 0 0 0 0 0 0.01
"средний" 0.015 0.005 0.015 0 0 0 0 0 0 0 0 0 0 0
"ссориться" 0.005 0 0 0 0 0 0.00888967908258512 0 0 0 0.005 0 0.005 0.01
"ставить" 0 0.005 0 0.00488639139995114 0 0 0 0 0 0.005 0 0.005 0.01 0.005
"стальной" 0 0 0 0 0 0 0 0 0.005 0.005 0.015 0 0.005 0.005
"старичище" 0.01 0.005 0.01 0.00977278279990227 0 0 0 0 0 0 0 0 0 0
"статься" 0 0.005 0 0 0.0107330685843083 0.00838082467314784 0.0133345186238777 0 0 0 0.005 0 0 0
"стая" 0.005 0 0 0 0.0107330685843083 0 0 0 0.015 0.005 0.005 0 0 0
"стезя" 0 0 0 0 0 0 0 0 0.005 0.015 0.015 0 0 0
"стеречь" 0 0 0 0.00488639139995114 0 0.00838082467314784 0.00444483954129256 0 0 0.005 0 0 0.005 0.01
"стерпеть" 0 0.005 0.01 0 0 0 0.00444483954129256 0 0 0.005 0 0 0.005 0.005
"стихия" 0 0 0 0 0 0 0 0 0.005 0.02 0.01 0 0 0
"стрелять" 0.005 0.01 0 0.00977278279990227 0 0 0 0 0 0 0 0 0.005 0.005
"стремя" 0 0.005 0 0.00488639139995114 0 0 0.00444483954129256 0.00846310088016249 0.005 0 0 0.01 0 0
"струйка" 0 0 0 0 0 0.00838082467314784 0.00888967908258512 0.00846310088016249 0.005 0 0 0 0.005 0.005
"суждено" 0 0 0 0 0 0 0.00444483954129256 0.016926201760325 0.005 0.005 0.01 0 0 0
"суженый" 0 0 0 0 0 0.0167616493462957 0.0133345186238777 0 0.005 0 0 0 0 0.005
"сулить" 0 0 0 0.00488639139995114 0 0.00838082467314784 0.00444483954129256 0.00846310088016249 0 0.005 0.005 0 0.005 0
"суметь" 0.01 0 0.005 0 0 0 0.00444483954129256 0.0253893026404875 0 0 0 0 0 0
"сухой" 0 0.005 0.01 0 0 0 0.00444483954129256 0 0 0.005 0 0 0.005 0.005
"счастливец" 0 0 0 0 0 0 0 0 0.015 0.005 0.015 0 0 0
"табак" 0 0 0.005 0 0 0 0 0 0.005 0 0.005 0.005 0.005 0.01
"также" 0 0 0 0 0.0107330685843083 0.00838082467314784 0.00444483954129256 0.00846310088016249 0.005 0.005 0.005 0 0 0
"танец" 0.005 0 0.005 0 0 0 0 0 0 0.005 0.01 0.005 0.005 0
"теленок" 0.005 0 0 0.00488639139995114 0 0 0 0 0 0 0.01 0.005 0 0.01
"тишь" 0 0 0 0 0 0 0 0.00846310088016249 0.015 0.005 0.01 0 0 0
"тон" 0.005 0.005 0 0.00488639139995114 0 0 0 0 0.015 0.005 0 0 0 0
"тонко" 0.005 0.005 0 0.00488639139995114 0 0 0 0 0 0.01 0 0.005 0 0.005
"трость" 0 0 0.005 0 0 0 0 0 0.01 0 0.005 0.005 0 0.01
"трубка" 0.005 0.005 0.005 0 0 0 0 0 0 0.01 0 0.01 0 0
"тук" 0 0 0 0 0 0 0.0222241977064628 0 0 0.005 0.005 0 0 0
"тульский" 0.015 0.01 0 0 0.0107330685843083 0 0 0 0 0.005 0 0 0 0
"туя" 0 0 0 0 0 0 0 0.00846310088016249 0 0 0 0.01 0.01 0.01
"убираться" 0.005 0 0 0 0.0107330685843083 0.0167616493462957 0 0 0.005 0 0 0.005 0 0.005
"увезти" 0.005 0 0.01 0 0 0.00838082467314784 0 0.00846310088016249 0 0.005 0 0 0.005 0
"уединение" 0 0 0 0 0 0 0 0 0.02 0.005 0.01 0 0 0
"ужасно" 0 0 0 0 0 0 0 0 0.005 0.01 0.02 0 0 0
"узелочек" 0.005 0 0.015 0 0 0 0 0 0 0 0 0.01 0.005 0
"украдка" 0 0 0 0 0.0214661371686165 0.00838082467314784 0.00888967908258512 0.00846310088016249 0 0 0.005 0 0 0
"униматься" 0.005 0 0 0.00488639139995114 0.0214661371686165 0.00838082467314784 0 0 0 0 0 0.005 0.005 0
"унывать" 0 0.005 0 0 0 0.00838082467314784 0.00444483954129256 0 0 0.005 0.005 0.005 0.005 0
"усмехаться" 0 0.005 0 0 0 0.00838082467314784 0 0.00846310088016249 0 0 0 0.005 0.01 0.005
"успех" 0 0 0 0 0 0 0 0 0.015 0.01 0.01 0 0 0
"утапливаться" 0.015 0.01 0.005 0 0 0 0 0 0 0 0 0 0.005 0
"ученый" 0 0 0 0 0 0 0 0 0.015 0.01 0.005 0.005 0 0
"ущелие" 0 0 0.005 0 0 0 0.00444483954129256 0 0.01 0.005 0.01 0 0 0
"фортуна" 0 0 0 0 0 0 0 0 0.02 0.005 0.01 0 0 0
"хаос" 0 0 0 0 0 0 0 0 0.015 0.005 0.015 0 0 0
"хлад" 0 0 0 0 0 0.0167616493462957 0.00444483954129256 0 0.005 0.01 0.005 0 0 0
"хотелось" 0 0 0 0.00488639139995114 0 0 0.00888967908258512 0.00846310088016249 0 0 0 0 0.015 0
"хохот" 0 0 0 0 0 0 0 0.016926201760325 0.005 0.01 0.01 0 0 0
"цвесть" 0 0 0 0 0 0 0.0222241977064628 0.00846310088016249 0 0.005 0 0 0 0
"чаять" 0.01 0 0.005 0.00977278279990227 0 0 0 0 0 0 0 0.005 0 0.005
"чернеть" 0 0 0 0.00977278279990227 0.0107330685843083 0 0.00444483954129256 0 0.01 0 0.005 0 0 0
"черно" 0.005 0.01 0 0.00488639139995114 0 0.00838082467314784 0 0.00846310088016249 0 0.005 0 0 0 0
"чествовать" 0 0 0 0.00488639139995114 0 0 0.00444483954129256 0.016926201760325 0 0 0.005 0.005 0.005 0
"шашка" 0 0 0 0 0 0 0.00444483954129256 0 0 0.01 0.005 0 0.005 0.01
"шепнуть" 0 0 0 0 0.0321992057529248 0 0.00888967908258512 0.00846310088016249 0.005 0 0 0 0 0
"штаны" 0 0.005 0.005 0.00977278279990227 0 0 0 0 0.005 0.005 0 0 0 0.005
"шубонька" 0 0 0 0 0 0 0 0 0 0 0 0.005 0.01 0.02
"шурин" 0.005 0.005 0.005 0 0 0 0 0 0 0 0 0.005 0 0.015
"шутка" 0.005 0.01 0 0 0 0.00838082467314784 0 0 0.005 0 0.005 0.005 0 0
"юбка" 0.005 0.01 0 0.00488639139995114 0 0 0 0 0 0 0 0 0.005 0.01
"яблоко" 0 0.005 0 0.00488639139995114 0 0 0 0 0.005 0 0.005 0.005 0.01 0
"явление" 0 0 0 0 0 0 0 0 0.02 0.015 0 0 0 0
"яик" 0 0 0.005 0 0 0 0 0 0 0 0 0.015 0.01 0.005
"авдотья" 0.01 0.015 0 0 0 0 0 0 0 0 0 0 0 0.005
"алексей" 0.015 0.005 0.005 0 0 0 0 0 0 0 0 0 0 0.005
"алеться" 0 0 0 0 0 0 0 0 0 0 0 0.01 0.01 0.01
"астраханский" 0.005 0.005 0.005 0 0 0 0 0 0 0 0 0.005 0 0.01
"атаманушка" 0 0.005 0.005 0 0 0 0 0 0 0 0 0.005 0.005 0.01
"балкон" 0 0 0.005 0 0 0 0 0 0 0.005 0.015 0 0 0.005
"банюшка" 0.01 0 0 0 0 0 0 0 0 0 0 0.02 0 0
"барановый" 0 0 0 0.00977278279990227 0 0 0 0 0 0 0 0.005 0.01 0.005
"баюкать" 0 0.005 0.005 0 0 0.0167616493462957 0.00888967908258512 0 0 0 0 0 0 0
"безвременье" 0.005 0 0 0.0146591741998534 0 0 0.00888967908258512 0 0 0 0 0 0 0
"безо" 0 0.005 0.005 0 0 0 0 0 0 0 0 0 0.015 0.005
"беленек" 0.005 0 0 0.00488639139995114 0 0.00838082467314784 0 0 0 0 0 0.005 0.005 0.005
"беспечность" 0 0 0 0 0 0.00838082467314784 0 0 0 0.02 0.005 0 0 0
"бесчастный" 0 0 0 0.00977278279990227 0 0 0.0133345186238777 0.00846310088016249 0 0 0 0 0 0
"благодарный" 0 0 0 0 0 0 0 0.00846310088016249 0.015 0 0.01 0 0 0
"благодатный" 0 0 0 0 0 0 0.00444483954129256 0 0.005 0.01 0.01 0 0 0
"благословение" 0 0 0 0.00488639139995114 0 0 0 0 0.005 0.01 0.01 0 0 0
"благословенный" 0 0 0 0 0 0 0 0 0.01 0.005 0.015 0 0 0
"бледнеть" 0 0 0 0 0 0.00838082467314784 0 0 0.015 0.005 0.005 0 0 0
"богатырский" 0 0 0.005 0 0.0107330685843083 0 0.00444483954129256 0.00846310088016249 0.005 0 0 0.005 0 0
"боец" 0 0 0 0 0 0 0.00444483954129256 0 0 0.015 0.01 0 0 0
"брак" 0 0 0 0 0 0.0167616493462957 0 0 0 0.01 0.005 0.005 0 0
"бранный" 0 0.005 0 0 0 0 0 0 0.01 0.005 0.01 0 0 0
"бумажный" 0.01 0.005 0.005 0 0 0 0 0 0 0 0 0.01 0 0
"бутылка" 0 0 0.005 0.00488639139995114 0 0 0 0 0.01 0.005 0 0 0.005 0
"ванюшенька" 0.005 0 0 0 0 0 0 0 0 0 0 0.01 0.005 0.01
"василье" 0 0 0 0 0 0 0 0 0 0 0 0.01 0.01 0.01
"вдохновенный" 0 0 0 0 0 0 0 0 0.01 0.01 0.01 0 0 0
"вековать" 0 0.005 0.005 0.00488639139995114 0 0.00838082467314784 0.00444483954129256 0 0 0 0 0.005 0 0
"велить" 0.015 0.01 0.005 0 0 0 0 0 0 0 0 0 0 0
"величка" 0.01 0.005 0.005 0.00488639139995114 0 0 0 0 0 0 0 0.005 0 0
"венчаться" 0.005 0 0.005 0.00488639139995114 0 0.0167616493462957 0 0 0 0 0 0.005 0 0
"верба" 0 0.005 0 0 0 0 0 0 0 0 0 0.005 0.005 0.015
"вероломный" 0 0 0 0.00488639139995114 0.0107330685843083 0 0.00444483954129256 0 0 0.005 0.01 0 0 0
"веселенек" 0 0 0 0.00977278279990227 0 0 0 0 0 0 0 0.01 0.005 0.005
"ветвистый" 0.005 0 0.005 0 0.0107330685843083 0 0 0 0.01 0.005 0 0 0 0
"взглянуть" 0.005 0.005 0.02 0 0 0 0 0 0 0 0 0 0 0
"владыка" 0 0 0 0 0 0 0 0 0.01 0.005 0.015 0 0 0
"влажный" 0 0 0 0 0 0 0 0.00846310088016249 0.01 0.01 0.005 0 0 0
"влачить" 0 0 0 0 0.0107330685843083 0.00838082467314784 0 0.00846310088016249 0.01 0 0.005 0 0 0
"влюбленный" 0 0.01 0 0.00488639139995114 0 0 0 0 0.005 0 0 0 0.005 0.005
"внушать" 0 0 0 0 0 0 0 0 0.01 0.015 0.005 0 0 0
"вовек" 0 0 0 0.00488639139995114 0.0107330685843083 0.00838082467314784 0 0 0.005 0.01 0 0 0 0
"водолина" 0.01 0.01 0.01 0 0 0 0 0 0 0 0 0 0 0
"возводить" 0 0 0 0 0 0 0 0 0.01 0.015 0.005 0 0 0
"возврат" 0 0 0 0 0 0 0.00444483954129256 0.00846310088016249 0.005 0.01 0.005 0 0 0
"возносить" 0 0 0 0 0 0 0 0 0.01 0.005 0.01 0 0.005 0
"воскресать" 0 0 0 0 0.0107330685843083 0 0.00444483954129256 0 0 0.01 0.01 0 0 0
"воскресный" 0 0 0 0 0 0.0335232986925914 0.00444483954129256 0.00846310088016249 0 0 0 0 0 0
"впрягать" 0.005 0.005 0.005 0 0 0 0 0 0 0 0 0.005 0.005 0.005
"впускать" 0 0 0 0.00488639139995114 0 0 0 0 0.01 0 0 0.005 0 0.01
"вражий" 0 0 0 0 0.0107330685843083 0.00838082467314784 0 0.00846310088016249 0.01 0 0.005 0 0 0
"врата" 0.01 0 0 0 0 0 0 0 0 0.005 0.01 0 0.005 0
"всадник" 0 0 0 0 0 0 0 0.016926201760325 0 0.005 0.015 0 0 0
"всей" 0 0 0 0 0 0 0 0 0 0 0 0.01 0.015 0.005
"вскоре" 0 0 0 0 0 0 0 0.016926201760325 0.01 0 0 0.01 0 0
"всплакаться" 0 0 0 0 0 0.00838082467314784 0.00444483954129256 0.016926201760325 0 0 0 0.005 0 0.005
"вспоминаючи" 0 0 0 0 0 0.00838082467314784 0.0177793581651702 0 0 0 0 0 0 0.005
"выкушать" 0 0 0 0.00488639139995114 0 0 0 0 0 0 0 0.015 0.005 0.005
"выносить" 0 0.005 0.005 0 0 0.00838082467314784 0 0 0.005 0 0 0.005 0.005 0
"вынять" 0.005 0.005 0.005 0.00488639139995114 0 0 0 0 0 0 0 0.005 0 0.005
"выпускать" 0.005 0.005 0.005 0 0 0 0 0 0 0 0 0.005 0.005 0.005
"выручать" 0 0.01 0.005 0.00488639139995114 0 0 0.00444483954129256 0 0 0 0 0.005 0 0
"выступать" 0.01 0.01 0 0 0 0 0 0 0 0 0 0 0 0.01
"выхваляться" 0.02 0.005 0 0 0 0 0 0 0 0 0 0.005 0 0
"ганюшка" 0.005 0 0.005 0.0195455655998045 0 0 0 0 0 0 0 0 0 0
"гасить" 0 0.01 0.005 0 0 0 0.00444483954129256 0 0 0.005 0.005 0 0 0
"гей" 0 0 0 0.00977278279990227 0 0 0 0 0 0.01 0 0.005 0.005 0
"гибельный" 0 0 0 0 0 0 0.00888967908258512 0 0.005 0.01 0.005 0 0 0
"гибкий" 0 0 0 0 0 0 0.00444483954129256 0.016926201760325 0.005 0.005 0.005 0 0 0
"гимн" 0 0 0 0 0 0 0.00444483954129256 0 0.005 0.005 0.015 0 0 0
"гитара" 0 0.005 0 0 0 0 0 0 0.01 0.005 0 0 0.01 0
"гласить" 0.005 0 0 0 0 0 0 0 0.005 0.01 0.01 0 0 0
"голуба" 0.005 0.015 0.005 0 0 0 0 0 0 0 0 0.005 0 0
"гонимый" 0 0 0 0 0.0107330685843083 0 0 0 0.005 0.015 0.005 0 0 0
"горелка" 0 0 0 0.0146591741998534 0 0 0 0 0 0 0 0.01 0 0.005
"горний" 0 0 0 0 0 0 0 0 0.015 0.005 0.01 0 0 0
"греза" 0 0 0 0 0 0 0.00888967908258512 0 0.005 0.01 0.005 0 0 0
"гривна" 0 0 0 0.00488639139995114 0 0 0 0 0 0 0 0.01 0.015 0
"губительный" 0 0 0 0 0 0.00838082467314784 0 0 0.005 0.01 0.01 0 0 0
"гумно" 0 0 0 0.00488639139995114 0 0 0 0 0.005 0.01 0 0 0.005 0.005
"дамаянта" 0 0 0 0 0 0 0 0 0.005 0.02 0.005 0 0 0
"девчина" 0.01 0.005 0 0.0146591741998534 0 0 0 0 0 0 0 0 0 0
"девяносто" 0 0.005 0.01 0.00488639139995114 0 0 0 0 0 0 0 0.01 0 0
"денежка" 0.005 0 0 0 0 0 0 0 0 0 0 0.005 0.01 0.01
"денница" 0 0 0 0 0 0.00838082467314784 0 0 0.015 0.005 0.005 0 0 0
"держава" 0 0 0 0 0 0 0 0 0.005 0.01 0.01 0 0.005 0
"державный" 0 0 0 0 0 0 0 0 0.025 0 0.005 0 0 0
"дерзкий" 0 0 0 0 0.0107330685843083 0 0.00444483954129256 0 0.005 0.01 0.005 0 0 0
"деточка" 0 0.005 0.005 0 0 0 0.00888967908258512 0 0 0 0 0 0.005 0.005
"добродетель" 0 0 0 0 0 0 0 0 0.02 0.005 0.005 0 0 0
"добыча" 0 0 0 0 0.0107330685843083 0 0 0.00846310088016249 0.005 0.01 0.005 0 0 0
"доказывать" 0 0 0 0 0 0.0167616493462957 0.00444483954129256 0 0.005 0.005 0 0 0.005 0
"домашний" 0 0 0 0 0 0 0 0.016926201760325 0.005 0.005 0.01 0 0 0
"дородство" 0 0.015 0 0.00488639139995114 0 0 0 0.00846310088016249 0 0 0 0.005 0 0
"досуг" 0 0 0 0 0 0 0 0 0.01 0.01 0.01 0 0 0
"дрова" 0.005 0.01 0.005 0 0 0 0 0 0 0 0 0.005 0.005 0
"дрожь" 0 0.01 0.005 0 0 0 0 0 0.005 0.005 0.005 0 0 0
"дружный" 0 0 0 0 0.0107330685843083 0.00838082467314784 0 0.016926201760325 0 0 0.01 0 0 0
"дубочек" 0.005 0.005 0 0 0 0 0 0 0 0 0 0.005 0.01 0.005
"дубров" 0 0 0.005 0 0.0107330685843083 0 0.00888967908258512 0 0 0 0.005 0.005 0 0
"дунуть" 0 0 0 0 0.0107330685843083 0 0.0177793581651702 0 0 0 0.005 0 0 0
"душка" 0 0 0 0.00488639139995114 0 0 0 0 0 0 0 0.005 0.01 0.01
"дымиться" 0 0 0 0 0 0 0 0 0.01 0.01 0.01 0 0 0
"дьяк" 0.005 0 0 0 0 0 0 0 0.005 0 0.005 0.005 0.005 0.005
"е" 0 0 0.005 0 0 0 0 0 0.015 0.005 0 0 0 0.005
"жара" 0 0.005 0 0 0 0.00838082467314784 0.00444483954129256 0 0 0.01 0 0 0.005 0
"женитьба" 0.01 0.01 0 0.00488639139995114 0 0 0 0 0 0 0 0 0 0.005
"журавль" 0.015 0 0 0.00488639139995114 0 0 0 0 0 0 0 0.005 0.005 0
"журушка" 0.005 0.01 0.01 0 0 0 0 0 0 0 0 0 0.005 0
"забелеться" 0.005 0.005 0.02 0 0 0 0 0 0 0 0 0 0 0
"забияка" 0 0.02 0 0 0 0 0 0 0.01 0 0 0 0 0
"заботка" 0.005 0.02 0.005 0 0 0 0 0 0 0 0 0 0 0
"заговаривать" 0.005 0 0.005 0 0 0.00838082467314784 0 0 0 0 0.01 0 0.005 0
"загубить" 0 0.005 0 0 0 0 0.00444483954129256 0.016926201760325 0 0 0 0 0.005 0.005
"задавать" 0.005 0 0.005 0 0 0 0 0.016926201760325 0 0.005 0.005 0 0 0
"зажигаться" 0 0 0 0 0 0.00838082467314784 0.00444483954129256 0 0 0.01 0.01 0 0 0
"заказывать" 0 0 0.01 0 0 0 0.00888967908258512 0 0 0 0 0.005 0 0.005
"закуска" 0 0.015 0.01 0 0 0 0 0 0 0 0 0 0 0.005
"заметать" 0 0 0.005 0 0 0 0.00444483954129256 0 0 0 0 0 0.015 0.005
"запас" 0 0.005 0.01 0 0 0 0 0 0 0.01 0 0 0.005 0
"засорин" 0.01 0.015 0.005 0 0 0 0 0 0 0 0 0 0 0
"засорушка" 0.005 0.025 0 0 0 0 0 0 0 0 0 0 0 0
"застаиваться" 0.005 0 0.01 0 0 0 0 0 0 0 0 0.01 0 0.005
"застилать" 0 0 0 0.00488639139995114 0 0.0167616493462957 0 0.016926201760325 0 0 0 0 0 0.005
"затмеваться" 0 0.005 0 0 0 0.0167616493462957 0.0133345186238777 0 0 0 0 0 0 0
"заутреня" 0 0.005 0.005 0 0 0 0 0 0 0 0 0.01 0.005 0.005
"защищать" 0 0 0 0.00488639139995114 0.0214661371686165 0.0167616493462957 0 0 0 0.005 0 0 0 0
"заяц" 0 0.005 0.005 0 0 0 0 0 0 0 0.005 0.005 0 0.01
"звериный" 0 0 0 0 0 0 0 0 0.015 0 0 0.01 0.005 0
"звучный" 0 0 0 0 0 0 0.0133345186238777 0 0.005 0.005 0.005 0 0 0
"здоровьице" 0.01 0.005 0 0.00488639139995114 0 0 0 0 0 0 0 0.005 0.005 0
"зевес" 0 0 0 0 0 0 0 0 0.005 0.015 0.01 0 0 0
"зелененька" 0 0 0 0.0244319569997557 0 0 0 0 0 0 0 0.005 0 0
"зимушка" 0 0.01 0.005 0 0 0 0 0 0 0 0 0.01 0.005 0
"злачный" 0.01 0 0.005 0 0 0 0 0 0.005 0 0.005 0 0 0.005
"зловещий" 0 0 0 0 0 0 0.0177793581651702 0.00846310088016249 0 0 0.005 0 0 0
"ивановна" 0 0.005 0.005 0 0 0 0 0 0 0 0 0.01 0.005 0.005
"изламывать" 0 0 0 0 0 0 0.00888967908258512 0.00846310088016249 0 0 0 0.005 0.005 0.005
"изломить" 0.01 0.01 0.005 0 0 0 0 0 0 0 0 0 0 0.005
"истреблять" 0 0 0 0.00488639139995114 0 0 0 0.00846310088016249 0.015 0 0.005 0 0 0
"казачий" 0.01 0 0 0 0 0 0 0 0 0 0.005 0.01 0.005 0
"калачик" 0.005 0.005 0.005 0.00488639139995114 0 0 0 0 0 0 0 0.005 0 0.005
"камка" 0.005 0 0 0 0 0.0251424740194435 0.00444483954129256 0 0 0 0 0.005 0 0
"кануть" 0 0 0 0 0 0 0.00888967908258512 0.016926201760325 0.01 0 0 0 0 0
"карта" 0 0 0 0.0146591741998534 0 0 0 0 0 0.005 0 0 0.005 0.005
"касатик" 0.005 0 0.005 0 0 0.0335232986925914 0 0 0 0 0 0 0 0
"катать" 0 0 0 0.00488639139995114 0 0 0.00444483954129256 0 0 0 0 0.005 0 0.015
"катюшечка" 0.005 0.005 0.005 0.00488639139995114 0 0 0 0 0 0 0 0.005 0 0.005
"качаться" 0 0.005 0 0 0 0 0.00444483954129256 0.00846310088016249 0 0.01 0 0 0.005 0
"квас" 0.005 0 0.005 0 0 0 0 0 0.005 0 0 0.005 0.005 0.005
"киевский" 0.005 0.01 0.01 0 0 0.00838082467314784 0 0 0 0 0 0 0 0
"китайка" 0 0 0.01 0 0 0 0 0 0 0 0 0.005 0.005 0.01
"клясть" 0 0 0 0 0.0107330685843083 0.00838082467314784 0 0.00846310088016249 0.005 0 0 0 0.005 0.005
"книжка" 0 0 0 0 0 0 0 0 0 0.01 0.01 0.005 0 0.005
"колесо" 0 0 0 0 0 0 0 0.016926201760325 0.005 0 0.015 0 0 0
"колечушко" 0.01 0.005 0.005 0.00977278279990227 0 0 0 0 0 0 0 0 0 0
"колыхаться" 0 0 0 0 0.0214661371686165 0 0 0.00846310088016249 0 0.005 0.005 0 0 0.005
"конторушка" 0 0 0 0.0195455655998045 0 0 0 0 0 0 0 0.005 0 0.005
"королевичный" 0 0 0 0 0 0 0 0 0 0 0 0.005 0.02 0.005
"коротать" 0 0.01 0 0 0 0 0.00888967908258512 0 0 0 0 0 0.01 0
"коршун" 0 0 0 0 0 0 0.00888967908258512 0.00846310088016249 0.005 0.005 0.005 0 0 0
"косынька" 0.005 0 0 0.0146591741998534 0 0 0.00888967908258512 0 0 0 0 0 0 0
"краска" 0 0 0 0.00488639139995114 0 0.0167616493462957 0 0 0.005 0.005 0.005 0 0 0
"красоваться" 0.005 0.005 0 0 0 0.00838082467314784 0.00444483954129256 0.00846310088016249 0.005 0 0 0 0 0
"кремль" 0 0 0 0 0 0 0 0 0.01 0 0.005 0.005 0.005 0.005
"крепость" 0 0 0 0 0 0 0 0 0.005 0 0.015 0 0.005 0.005
"кроткий" 0 0 0 0 0.0107330685843083 0 0 0 0.015 0 0.01 0 0 0
"круто" 0 0.005 0 0.00488639139995114 0 0 0 0 0 0 0.01 0.005 0.005 0
"кузнец" 0.005 0 0 0 0 0 0.0133345186238777 0 0 0 0.005 0 0 0.005
"кун" 0.015 0 0.015 0 0 0 0 0 0 0 0 0 0 0
"кунья" 0.01 0.005 0.015 0 0 0 0 0 0 0 0 0 0 0
"купечество" 0.005 0.015 0.005 0 0 0 0 0 0 0 0 0 0 0.005
"курган" 0.005 0.01 0 0 0 0 0 0 0 0.005 0 0.005 0 0.005
"ла" 0 0 0 0 0 0 0 0 0.015 0.005 0.01 0 0 0
"лебедек" 0.01 0.01 0.01 0 0 0 0 0 0 0 0 0 0 0
"лекарь" 0 0 0.01 0 0 0 0 0 0 0.005 0 0 0 0.015
"леля" 0.01 0.005 0.015 0 0 0 0 0 0 0 0 0 0 0
"лепет" 0 0 0 0 0 0 0 0.00846310088016249 0.01 0.01 0.005 0 0 0
"леса" 0 0 0.01 0.00488639139995114 0 0 0 0 0 0 0 0.005 0.005 0.005
"лесть" 0 0 0 0 0.0107330685843083 0 0 0 0.01 0 0.01 0 0 0.005
"лилейный" 0 0 0 0 0.0214661371686165 0.00838082467314784 0 0 0.005 0.01 0 0 0 0
"льзя" 0 0 0 0 0 0.00838082467314784 0.0177793581651702 0 0.005 0 0 0 0 0
"люба" 0.005 0.01 0.005 0 0 0 0 0 0 0 0 0 0.005 0.005
"любимец" 0 0 0 0.00488639139995114 0 0 0 0 0.005 0.01 0.01 0 0 0
"любитель" 0.005 0.01 0 0 0 0 0 0 0.005 0 0.01 0 0 0
"людмила" 0 0 0 0 0 0.0335232986925914 0.00444483954129256 0 0.005 0 0 0 0 0
"малешенький" 0.005 0.015 0.005 0.00488639139995114 0 0 0 0 0 0 0 0 0 0
"мальчишка" 0 0 0 0 0 0 0.00444483954129256 0 0.005 0.005 0.005 0 0.005 0.005
"масло" 0 0 0 0.00488639139995114 0 0 0 0 0.005 0 0 0.005 0.005 0.01
"межа" 0 0 0.01 0.00488639139995114 0 0 0 0 0 0 0 0.005 0.005 0.005
"мешок" 0 0 0 0.00488639139995114 0 0.00838082467314784 0.00444483954129256 0 0 0.005 0 0 0.005 0.005
"миткалинный" 0 0 0 0.0146591741998534 0 0 0 0 0 0 0 0 0.01 0.005
"моление" 0 0 0 0 0 0 0 0 0.005 0.015 0.01 0 0 0
"молчаливый" 0 0 0 0 0 0 0 0 0.005 0.015 0.01 0 0 0
"мох" 0 0 0 0.00488639139995114 0 0 0 0.00846310088016249 0.005 0.01 0 0 0 0.005
