id;Name;Title;Publication;Year;period;G_title;Comment;pub_year;pub_type;Meter;Regularity;Rhyme;Type;Meter2;Syllab;Clausula;Fin;melody;melody_src
321;Пуговишников, А.М.;Вот теперь-то я молодчик;Пуговишников, А. М. Романсы, песни и стихотворения. М., 1838. С. ;1838;1830;Русская элегия;(ОРЛОВ? См. Простонар. Песни 1832);1838;collection;Х43ж;unreg (перебои);unrhymed;core;Х;43;ж;рз;no;
322;Пуговишников, А.М.;Ветер, резкий ветерок;Пуговишников, А. М. Романсы, песни и стихотворения. М., 1838. С. ;1838;1830;Русская песня;;1838;collection;Х43ж;unreg;occ;core;Х;43;ж;рз;no;
323;Пуговишников, А.М.;Добрый молодец я в поле;Пуговишников, А. М. Романсы, песни и стихотворения. М., 1838. С. ;1838;1830;Русская песня;;1838;collection;Х4жм;reg;rhymed;core;Х;4;жм (нерегулярн);4;no;
324;Пуговишников, А.М.;Течет речка, речка быстрая;Пуговишников, А. М. Романсы, песни и стихотворения. М., 1838. С. ;1838;1830;Русская песня;;1838;collection;Х4д;reg;occ;core;Х;4;д;4;no;
325;Пуговишников, А.М.;Сердцу милый, друг любезный;Пуговишников, А. М. Романсы, песни и стихотворения. М., 1838. С. ;1838;1830;Русская песня;;1838;collection;Х43ж;reg;rhymed;core;Х;43;ж;рз;no;
326;Пуговишников, А.М.;Судьба гонит горемыку;Феномен. Альманах. М., 1832. С. 17-19;1832;1830;Русская песня;;1832;periodical;Х43ж;reg;rhymed;core;Х;43;ж;рз;no;
327;Пуговишников, А.М.;Во поле мятель;Феномен. Альманах. М., 1832. С. 20-23;1832;1830;Русская песня;;1832;periodical;Тк-2;unreg (перебои,пер.анакруса, Тактовик-2?);unrhymed;core;Тк;;;Тк;no;
328;Пушкин;Девицы красавицы;;1824;1820;;;1824;collection;Х3д;reg;unrhymed;core;Х;3;д;3;no;
329;Размахнин, П.Е.;Дуня дуня друг сердечный;Заволжский муравей. 1832. № 2. С. 81-82.;1832;1830;Русская песня;Пермь.;1832;periodical;Х4жм;reg;rhymed;periph;Х;4;жм;4;no;
330;Раич, С.Е.;Перекати-поле;Урания на 1826 г. М., 1825. С. 83-85/ Поэты 1820-1830-х годов. Т. 2. Л., 1972. С. 13;1825;1820;Перекати-поле;;1825;periodical;Х43мж;reg;rhymed;periph;Х;43;мж;рз;no;
331;Римский-Корсаков, А.Я.;Я пойду косить;Подснежник на 1829 г. СПб., 1829. С. 186.;1829;1820;Песня;;1829;periodical;Пс;reg;unrhymed;core;Пс;1;;Пс;no;
332;Розен, Е.Ф.;Ягодка ль спелая;Альциона. СПб., 1832. С. 43/ Поэты 1820-1830-х гг. Л., 1972. Т. 1. С. 570-571;1831;1830;Песня;;1832;periodical;Д24дж;reg;rhymed;core;Д;24;дж;рз;no;
333;Ростопчина, Е.П.;Дайте крылья мне перелетные;Утренняя заря. Альманах на 1840 год. СПб., 1840. С. 121/ Поэты 1840-1850-х годов. Л., 1972. С. 71;1831;1830;Простонародные песни (в сб 1841) + Опыты простонародных мелодий (утр. Заря);;1831;periodical;Пс2;reg;unrhymed;core;Пс;2;;Пс;no;
334;Ростопчина, Е.П.;Тучи черные сбираются;Утренняя заря. Альманах на 1840 год. СПб., 1840. С. 119-120/ Поэты 1840-1850-х годов. Л., 1972. С. 72.;1831;1830;Простонародные песни (в сб 1841) + Опыты простонародных мелодий (утр. Заря);;1831;periodical;Пс2;reg;rhymed;core;Пс;2;;Пс;no;
335;Ростопчина, Е.П.;Темно-русые кудри милого;Утренняя заря. Альманах на 1840 год. СПб., 1840. С. 120/ Поэты 1840-1850-х годов. Л., 1972. С. 72;1831;1830;Простонародные песни (в сб 1841) + Опыты простонародных мелодий (утр. Заря);;1831;periodical;Пс2;reg;rhymed;core;Пс;2;;Пс;no;
336;Рябинин, П.;Затмись месяц, затмись полный ты сей час;Северные семена на 1831 год. М., 1831. С. 39-40;1831;1830;Русская песня;;1831;periodical;Х6м;reg;rhymed;core;Х;6;м;6;mb;Получил письмо от девушки сей час
337;Рябинин, П.;На раките воробей;Северные семена на 1831 год. М., 1831. С. 97-98;1831;1830;Русская песня;;1831;periodical;Х4мж;reg;rhymed;core;Х;4;мж (неурег);4;no;
338;Свиньин, П.П.;Река быстрая серебристая;СО. 1834. Т. 42. № 16. С. 555-557;1834;1830;Закамская песня;Закамская эта песня существует между простым народом, но не в том облагороженном виде, в каком она здесь является. Она извлечена из нового романа П.П.Свиньина - Ермак, который в непродолжительном времени поступит в печать;1834;periodical;Пс;reg;occ;core;Пс;1;;Пс;no;
339;Сергеев, А.?;Не дубровушка перед дождичком;Полевые цветы. Альманаз на 1828 год. СПб., 1828. С. 117-118.;1828;1820;Песня;Прим.: как и в какое время сия песня сложена, неизвестно, но по ея приступу, изложению и голосу, кажется, что она принадлежит весьма давним предкам нашим. Я слышал оную в 1802 году - симбирской губернии, снегилеевского уезда в селе Ерыкле, - от 136-ти летней старушки Полуехтовой. Изд.;1828;periodical;Пс2+Пс;unreg;unrhymed;periph;Пс;21;П;Пс;no;
340;Серебрянский, А.;Гори гори лучинушка;Памятная книжка Воронежской губернии на 1906 год. Воронеж, 1906. Отд. 3. С. 63-64/ Серебрянский, А. Дни нашей жизни. Воронеж, 2001. С. 19-20;1838;1830;К лучине (русская песня);;1906;collection;Я3д + Х3м (пер.анакр);unreg;unrhymed;core;Перем.анакр;;;П.А;no;
341;Слепушкин;Гори гори лучинушка;Досуги сельского жителя. Ч. 2. Новые стихотворения Федора Слепушкина. Спб., 1828. С. 79.;1828;1820;;;1828;collection;Я3д + Аф2ж;reg;rhymed;core;Логаэд;;;Логаэд;no;
342;Смирнов, П.;Ах! Судьба ль моя несчастная;Литературный кабинет. М., 1842 Ч. 2. С. 69;1842;1840;Посв. А.П. Славину;;1842;periodical;Х4д;reg;unrhymed;core;Х;4;д;4;no;
343;Смирнов, П.;Не дивитесь, люди добрые;Литературный кабинет. М., 1842 Ч. 2. С. 70-71;1842;1840;Посв. А.П. Славину;;1842;periodical;Х4д;unreg (цез.наращение, Пс);unrhymed;core;Х;4;д;4;no;
344;Смирнов, Ф.;Не павлин плывет;Вестник Европы. 1822. № 7. С. 218-220/ Украдено: Славянин. 1827. Ч. 4. № 41. С. 61-62. Подп.: Л.Вл.;1822;1820;Песня;см. Л.Вл.;1822;periodical;Пс;reg;unrhymed;core;Пс;1;;Пс;no;
345;Соколовский, В.;Мой замочек витой мой замочек витой;Лит. прибавл. к Рус. Инвалиду. Спб., 1837. № 26, 26 июня. С. 252-253/ Литературная газета. 1843. № 5. С. 93;1837;1830;Две русские песни;В “Прибавлениях” “Две свадебные песни из большой романтической поэмы “Иоанн IV” (С.Н. Муравьевой). 1. Анастасия (подойдя с подругами к запертым дверям отцовского дома, поет);1837;periodical;Ан42м;reg;rhymed;core;Ан;42;м;рз;no;
346;Соколовский, В.;Ах ты пеночка пенка моя;Лит. прибавл. к Рус. Инвалиду. Спб., 1837. № 26, 26 июня. С. 253/ Литературная газета. 1843. № 5. С. 93;1837;1830;Две русские песни;В “Прибавлениях” “Две свадебные песни из большой романтической поэмы “Иоанн IV” (С.Н. Муравьевой). 2. Боярин Роман (отворя белодубные двери);1837;periodical;Ан34мж;reg;rhymed;core;Ан;34;мж;рз;no;
347;Соловьев, С.П.?;Ты не плачь, не тоскуй;Литературный кабинет. 1842 Отд. 2. С. 45;1842;1840;Русские песни;Подп: Соловьевъ;1842;periodical;Ан2м + Х3ж;reg;rhymed;core;Логаэд;;;Логаэд;mb;Во донских во лесках (Не стружок на водах (Шаховской))
348;Соловьев, С.П.?;Ах, ты ночь ли моя;Литературный кабинет. М., 1842 Ч. 2. С. 46;1842;1840;Русские песни;Подп: Соловьевъ;1842;periodical;Пс;unreg (гипердакт);unrhymed;core;Пс;1;;Пс;no;
349;Соловьев, Ф.;Ненаглядная бессравненная;Зимцерла. М., 1829. С. 89-92 (ц.р. 8 Марта 1829)/ Гирляндочка. Подарок на 1846 год любителям и любительницам русского чтения. М., 1846. С. 35-38 (Без подписи, с разночтения в пунктуации);1829;1820;Русская песня;;1829;periodical;Пс;reg;unrhymed;core;Пс;1;;Пс;no;
350;Сомов, О.М.;Полно, сердце! Успокойся на часок;Благонамеренный. 1821. № 10. С. 143/ Поэты 1820-1830-х гг. Л., 1972. Т. 1. С. 219-220;1821;1820;Песенка;;1821;periodical;Х6м;reg;rhymed;periph;Х;6;м;6;no;
351;Срезневский, И.И.;Дуют ветры, дуют буйно, и деревья гнутся;Галатея. 1838. Ч. 6. С. 323-324;1838;1830;Песня Наталки Полтавки;;1838;periodical;Х7ж (Х4 + Х3);reg (сверхсхемные);rhymed;periph;Х;7;ж;7;no;
352;Степанов, С. (Саратов);Где ты где ты друг мой милой;Календарь муз на 1826 г. СПб., 1826. Стихи. С. 159-160;1826;1820;Песня;;1826;periodical;Х43ж;reg;occ;core;Х;43;ж;рз;no;
353;Стромилов, С.Н.;То не ветер ветку клонит;Отд. Нотное издание, Варламов. б.г.?;1841;1840;;;1841;music;Х4жм;reg;rhymed;core;Х;4;жм;4;no;
354;Стромилов, С.Н.;Собрались мы к боярину;Хор, петый в маскараде С.А. Римского-Корсакова 7 февраля 1846 г.: “Собрались к мы к боярину...” [Для пения с ф-п.];1846;1840;;;1846;music;Ан2д;reg;rhymed;core;Ан;2;м;2;no;
355;Стромилов, С.Н.;Ветер, ветер одинокий!;Московский наблюдатель. 1837. Ч. 13. С. 238;1837;1830;Песня (написано в альбом гр. Ив. Комынина);;1837;periodical;Х4жм;reg;rhymed;core;Х;4;жм;4;no;
356;Суханов, М.Д.;Красна девица сидела под окном;Памятник Отечестевнных муз. СПб., 1827. Стихи. С. 138-139/ Басни, песни и разные стихотворения крестьянина Михайла Суханова. Спб., 1828. С. 74-75 (ц.р: 10 мая 1828);1827;1820;;;1827;periodical;Х6м;reg;rhymed;core;Х;6;м;6;no;
357;Суханов, М.Д.;Что ты девица невесело сидишь;Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. С. 72-73 (ц.р: 10 мая 1828);1828;1820;;;1828;collection;Х6м;reg;rhymed;core;Х;6;м;6;yes;Что ты девица невесело сидишь (Баженов
358;Суханов, М.Д.;Нет полно девице грустить;СО. 1830. Т. 12. №22. С. 249/ Мои сельские досуги. Стихотворения крестьянина М. Суханова. Спб., 1836. С. 6;1828;1820;;печ. По изданию Суханова 1836 г. (поздняя редакция);1830;periodical;Я43м;reg;rhymed;core;Я;43;жм;рз;no;
359;Суханов, М.Д.;В последний раз я говорила;Лит. прибавл. к Рус. Инвалиду. 1835. № 33, апрель 24. С. 264/ Мои сельские досуги. Стихотворения крестьянина М. Суханова. Спб., 1836. С. 5 (ц.р. 1 мая 1835);1835;1830;Русская песня;;1835;periodical;Я43жм;reg;rhymed;core;Я;43;м;рз;no;
360;Суханов, М.Д.;Частой рощицей, весенним вечерком;Славянин. 1827. Ч. 1. № 13. С. 272-273/ Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. С. 68-69 (ц.р: 10 мая 1828);1827;1820;Русская песня;;1827;periodical;Х6м;reg;rhymed;core;Х;6;м;6;no;
361;Суханов, М.Д.;Не крушися красна девица;Славянин. 1828. Ч. 6. № 21. С. 313-314/ Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. С. 68-69 (ц.р: 10 мая 1828);1828;1820;Русская песня;;1828;periodical;Х4дм;unreg;unrhymed;core;Х;4;дм;4;no;
362;Суханов, М.Д.;Сидела Аннушка в светлице;Славянин. 1828. Ч. 6. № 23. С. 397-398/ Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. С. 85 (ц.р: 10 мая 1828);1828;1820;Русская песня;;1828;periodical;Я43жм;reg;rhymed;core;Я;43;жм;рз;no;
363;Теплова, Н.;Ранним утром под окном;МТ. 1830. № 3. С. 316;1830;1820;Русская песня;;1830;periodical;Х4мж;reg;rhymed;periph;Х;4;мж;4;no;
364;Тимофеев, А.В.;Ах вы ветры ветры буйные;Песни Тимофеева. Спб., 1835. С. 34-35/ Поэты 1820-1830-х гг. Л., 1972. Т.2. С.594-595;1833;1830;;;1835;collection;Х4д;reg;unrhymed;core;Х;4;д;4;no;
365;Тимофеев, А.В.;Оседлаю коня коня быстрого;БдЧ. 1838. Т. 26. С. 98/ Поэты 1820-1830-х гг. Л., 1972. Т. 2. С.642-643;1838;1830;Тоска;;1838;periodical;Ан3д;reg;unrhymed;core;Ан;3;д;3;no;
366;Тимофеев, А.В.;Борода ль моя бородушка;Маяк. 1843. Т. 8. Кн. 15. С. 8-9/ Поэты 1820-1830-х гг. Л., 1972. Т. 2. С. 643-644;1843;1840;Борода;;1843;periodical;Х4д;reg;unrhymed;core;Х;4;д;4;yes;Седина ль моя сединушка
367;Тимофеев, А.В.;Не женись на умнице;БдЧ. 1837. Т. 25. № 11. С. 12/ Поэты 1820-1830-х гг. Л., 1972. Т.2. С.642;1837;1830;Выбор жены. Русская песня;;1837;periodical;Х3дм;reg;rhymed;core;Х;3;дм;3;no;
368;Тимофеев, А.В.;Соловей ты наш соловушко;Песни Т.м.ф.в.а. СПб., 1835. С. 60-61;1835;1830;;;1835;collection;Х4д;reg;unrhymed;core;Х;4;д;4;no;
369;Тимофеев, А.В.;Не судите люди люди добрые;Песни Т.м.ф.в.а. СПб., 1835. С. 49-50;1833;1830;;;1833;collection;Х4д;unreg;unrhymed;core;Х;4;д;4;no;
370;Тимофеев, А.В.;Нас венчали не в церкви;СО. 1834. Т. 42. № 16. С. 553-555/ Песни Т.м.ф.в.а. СПб., 1835. С. 55-57;1835;1830;Свадьба;;1835;periodical;Аф2м + Ан2ж;unreg(полиметрические вставки Ан2м);rhymed;core;Аф + Ан;2;м + ж;Полиметрия;no;
371;Тимофеев, А.В.;Что все рвется ноешь бедное;Песни Т.м.ф.в.а. СПб., 1835. С. 101-102;1835;1830;Сердце (Е.И.И-вой);;1835;collection;Х4д;reg;unrhymed;core;Х;4;д;4;no;
372;Тимофеев, А.В.;Высоко ты солнце красное;Песни Т.м.ф.в.а. СПб., 1835. С. 116-117;1835;1830;Солнце (П.А. Ш-ву);;1835;collection;Д2м + Х4д;unreg (X4д + Д2м);occ;с;Д + Х;2 + 4;д + м;Полиметрия;no;
373;Титов;Ах ты, матушка, земля русская;БдЧ. 1839, т.35. Стихотв. С. 20-22;1839;1830;Ярославская песня;;1839;periodical;Пс2;unreg;unrhymed;core;Пс;2;;Пс;no;
374;Траум;Заведи мне, пташечка;БдЧ. 1839, т. 34. Стихотв. С. 16.;1839;1830;Русская песня;;1839;periodical;Х3дм;reg;unrhymed;core;Х;3;дм;3;no;
375;Трилунный, Д.Ю.;Видел я две звездочки;ЛГ. 1831. № 24, 26 апреля. С. 194.;1831;1830;Земные звезды;;1831;periodical;Х3д;reg;unrhymed;core;Х;3;д;3;no;
376;Трилунный, Д.Ю.;О чем горюешь девица;Лит. прибавл. к Рус. Инвалиду. 1832. № 49. С. 390;1832;1830;Песня;;1832;periodical;Я3дж;reg;rhymed;core;Я;3;дж;3;no;
377;Трилунный, Д.Ю.;Волны стонут, ветер воет;Лит. прибавл. к Рус. Инвалиду. 1832. № 54. С. 430;1832;1830;Песня;;1832;periodical;Х43ж;reg;rhymed;core;Х;43;ж;рз;yes;Віють вітри, віють буйні, аж дерева гнуться (Наталка Полтавка, Котляревский)
378;Туманский, В.;Легкий вешний ветерок;МВ. 1829. № 2. С. 151;1825;1820;;;1829;periodical;Х4м;reg;rhymed;periph;Х;4;м;4;no;
379;Ф.И.;Вейся вейся желтый хмель;МТ. 1826. Ч. 11. № 17. С. 7/ Перепеч. с разноч.: Жасмин и роза. СПб., 1830. С. 12. Подп.: Нечаев, С.;1826;1820;Русская песня;;1826;periodical;Х43мж;reg;unrhymed;core;Х;43;мж;рз;yes;Вился вился ярый хмель
380;Федоров, Б.М.;Что мне нужды;Невский альманах на 1825 г. СПб., 1825. С. 123-124;1825;1820;Сельская любовь;;1825;periodical;Х24жм;unreg;unrhymed;core;Х;24;жм;рз;no;
381;Федоров, Б.М.;Что ты рано моя пташечка;СО. 1829. Т. 6. Ч. 128. С. 177;1829;1820;Сельская песня;;1829;periodical;Х42ж (Х6ж);unreg;occ;core;Х;42;ж;рз;no;
382;Филимонов, В.С.;Вечор был я в Лизаветином дворе;Проза и стихи Владимира Филимонова. М., 1822. Ч.2. Стихи. С. 86-87;1809;1800;Песня;на голос: вечор был я на почтовом на дворе (1809 года, Незнаново (по дороге от Раненбурга к Рязани));1822;collection;Х6м;reg;rhymed;core;Х;6;м;6;yes;Вечор был я на почтовом на дворе
383;Филимонов, В.С.;Разлучились мы голубушка с тобой;Проза и стихи Владимира Филимонова. М., 1822. Ч.2. Стихи. С. 93-94;1810;1810;Песня;на голос: ты поди моя коровушка домой (1810 года, сельцо Лисоградское);1822;collection;Х6м;reg;rhymed;core;Х;6;м;6;yes;Ты поди моя коровушка домой
384;Хомяков, А.С;Гой красна земля Володимира;КД стихотворений Хомякова. М., 1844. С. 32-33.;1830;1830;Русская песня;;1844;collection;Пс2;reg;unrhymed;periph;Пс;2;;Пс;no;
385;Хотяинцов, П.;Храни господь царя отчизны;Лит. прибавл. к Рус. Инвалид. 1834. № 79, окт 3. С. 630;1834;1830;Русская песнь (на самом деле нет!);;1834;periodical;Я4жм;reg;rhymed;periph;Я;4;жм;4;no;
386;Хотяинцов, П.;Дружно, братцы! В круговую!;Лит. прибавл. к Рус. Инвалиду. 1835. № 47, июнь 12. С. 375;1835;1830;Солдатская песня;на голос: за горами, за долами;1835;periodical;Х443жжм;reg;rhyme;core;Х;443;жжм;рз;yes;За горами за долами
387;Цыганов, Н.Г.;Не сиди мой друг, поздно вечером;Песни русских поэтов. Л., 1936. С. 246-248.;1828;1820;;;1828;periodical;Пс + Пс2;unreg;unrhymed;core;Пс;1;;Пс;no;
388;Цыганов, Н.Г.;Ах спасибо же тебе;Русские песни Н. Цыганова. М., 1834. С, 38-39/ Песни русских поэтов. Л., 1936.  С. 234-235.;1832;1830;;;1834;collection;Х4жм;unreg;rhymed;core;Х;43;мж (неурег);рз;yes;Да спасибо же тебе синему кувшину (Сахаров, Совалин 99)
389;Цыганов, Н.Г.;Что ты рано травушка;Комета. М., 1830. С. 99-102/ Русские песни Н. Цыганова. М., 1834. С. 6-8/ Песни русских поэтов. Л., 1936. С. 216-217;1830;1830;Песня;Рус. Инвалид. Лит. Приб. 1833, № 31, апрель 19 - под подписью N.N. С разночтениями;1830;periodical;Х32дж;unreg;rhymed;core;Х;32;дж;рз;no;
390;Цыганов, Н.Г.;Не сокол летит по поднебесью;Комета. М., 1830. С. 216-217/ Русские песни Н. Цыганова. М., 1834. С. 8-10/ Песни русских поэтов. Л., 1936. С. 255-256.;1830;1820;;Рус. Инвалид. Лит. Приб. 1833, № 15, февраля 25 - под подписью N.N.;1830;periodical;Пс2;unreg;unrhymed;core;Пс;2;;Пс;no;
391;Цыганов, Н.Г.;Не кукушечка во сыром бору;Молва. 1832. № 25, 25 марта. С. 97 + Песни русских поэтов. Л., 1936. С. 215-216;1832;1830;Русская песня;;1832;periodical;Пс2 + Ан1ж;reg;rhymed;core;Пс;211;ддм;Пс;yes;Не кукушечка во сыром бору куковала (Кашин, ч.1., с. 31, Совалин, 99-100)
392;Цыганов, Н.Г.;Рассудите мне люди добрые;Молва, 1832, № 41, 20 мая. С. 161 + Русские песни Н. Цыганова. М., 1834. С. 10-12/ Песни русских поэтов. Л., 1936. С. 218-219.;1832;1830;Русская песня;;1832;periodical;Пс;reg;unrhymed;core;Пс;1;;Пс;no;
393;Цыганов, Н.Г.;Что ты соловьюшко;Молва, 1832, № 59, 22 июля. С. 233 + Русские песни Н. Цыганова. М., 1834. С, 12-14/ Песни русских поэтов. Л., 1936. С. 219-220.;1832;1830;Русская песня;;1832;periodical;Х3дм;reg;rhymed;core;Х;3;дм;3;no;
394;Цыганов, Н.Г.;Ох болит да щемит;Молва, 1833, № 70, 13 июня. С. 277. + Русские песни Н. Цыганова. М., 1834. С. 3-4/ Песни русских поэтов. Л., 1936. С. 214-215.;1833;1830;Русская песня;;1833;periodical;Ан1м + Х3ж;reg;rhymed;core;Логаэд;;;Логаэд;yes;Не стружок на водах (Шаховской)
395;Цыганов, Н.Г.;Не шей ты мне матушка;Музыкальный альбом, 1833 с музыкой Варламова/ Русские песни Н. Цыганова. М., 1834. C. 28-30/ Песни русских поэтов. Л., 1936. 228-230.;1832;1830;;;1834;collection;Х3дм;unreg (перебои, Аф2д);rhymed;core;Х;3;дм;3;no;
396;Цыганов, Н.Г.;Что это за сердце;Музыкальный альбом, 1833 с музыкой Варламова (сб. 1834 г.) + Песни русских поэтов. Л., 1936. С. 217-218.;1832;1830;;;1834;collection;Х3ж;unreg (перебои, сверхсхемные);rhymed;core;Х;3;ж;3;no;
397;Цыганов, Н.Г.;Смолкни, пташка-канарейка;Русские песни Н. Цыганова. М., 1834. С. 27-28/ Эолова арфа, 1834, с музыкой Варламова + Песни русских поэтов. Л., 1936. С. 228;1832;1830;;;1834;collection;Х4жм;reg;rhymed;core;Х;4;жм;4;no;
398;Цыганов, Н.Г.;Красен в полях, цветен в лугах;Русские песни Н. Цыганова. М., 1834. С.1-3 /Песни русских поэтов. Л., 1936. С. 213-214;1832;1830;;;1834;collection;Я43мд;unreg (перебои);occ;core;Я;43;мд (неурег);рз;no;
399;Цыганов, Н.Г.;Жавороночек на проталинке;Русские песни Н. Цыганова. М., 1834. С. 14-16/ Песни русских поэтов. Л., 1936. 220-221.;1832;1830;;;1834;collection;Пс2 + Ан1ж;reg;rhymed;core;Пс;;;Пс;no;
400;Цыганов, Н.Г.;Что это за пташечка;Русские песни Н. Цыганова. М., 1834. С. 16-18/ Песни русских поэтов. Л., 1936.  С. 221-222.;1832;1830;;;1834;collection;Х3д + Аф2д;unreg (перебои);rhymed;core;Х + Аф;3 + 2;д;Полиметрия;no;
401;Цыганов, Н.Г.;Не туманами не мглой;Русские песни Н. Цыганова. М., 1834. С, 18-19/ Песни русских поэтов. Л., 1936. С. 222-223;1832;1830;;;1834;collection;Х43мж;reg;rhymed;core;Х;43;мж;рз;no;
402;Цыганов, Н.Г.;Ах ты время времечко;Русские песни Н. Цыганова. М., 1834. С. 19-21/ Песни русских поэтов. Л., 1936.  С. 223-224;1832;1830;;;1834;collection;Х32дж;reg;rhymed;core;Х;32;дж;рз;no;
403;Цыганов, Н.Г.;Ты подуй подуй;Русские песни Н. Цыганова. М., 1834. С. 21-24/ Песни русских поэтов. Л., 1936. С. 224-226;1832;1830;;;1834;collection;Пс + Ан1ж;reg;rhymed;core;Пс;;;Пс;no;
404;Цыганов, Н.Г.;Без поры да без времени;Русские песни Н. Цыганова. М., 1834. С. 26-27/ Песни русских поэтов. Л., 1936. С. 227-228;1832;1830;;;1834;collection;Ан2д;unreg (тактовик в рефрене);rhymed;core;Ан;2;д;2;no;
405;Цыганов, Н.Г.;По полю полю чистому;Русские песни Н. Цыганова. М., 1834. С. 30-32/ Песни русских поэтов. Л., 1936. С. 230-231.;1832;1830;;;1834;collection;Я3дм;reg;rhymed;core;Я;3;дм;3;yes;Среди долины ровныя (Мерзляков)
406;Цыганов, Н.Г.;Я посею молоденька;Русские песни Н. Цыганова. М., 1834. С, 32-34/ Песни русских поэтов. Л., 1936.  С 231-232.;1832;1830;;;1834;collection;Х43ж;unreg (перебои);rhymed;core;Х;43;ж;рз;no;
407;Цыганов, Н.Г.;Рано рано вы лазоревы цветы;Русские песни Н. Цыганова. М., 1834. С, 34.-35/ Песни русских поэтов. Л., 1936. С. 232.;1832;1830;;;1834;collection;Х6м;reg;rhymed;core;Х;6;м;6;no;
408;Цыганов, Н.Г.;Ах не пташечка;Русские песни Н. Цыганова. М., 1834. С. 35-37/ Песни русских поэтов. Л., 1936.  С. 233-234.;1832;1830;;;1834;collection;Пс2 + Ан1ж;unreg;occ;core;Пс;;;Пс;no;
409;Цыганов, Н.Г.;Ах чарка моя;Русские песни Н. Цыганова. М., 1834. С. 41-43/ Песни русских поэтов. Л., 1936. С. 236-237;1832;1830;;;1834;collection;Аф2мж;unreg (гипердакт);rhymed;core;Аф;2;мж (неурег);2;no;
410;Цыганов, Н.Г.;Лежит в поле дороженька;Русские песни Н. Цыганова. М., 1834. С, 44-45/ Песни русских поэтов. Л., 1936.  С. 238-239;1832;1830;;;1834;collection;Я3д + Ан1ж;unreg;rhymed;core;Логаэд;;;Логаэд;no;
411;Цыганов, Н.Г.;При долинушке береза;Русские песни Н. Цыганова. М., 1834. С. 46-47/ Песни русских поэтов. Л., 1936. С. 239-240;1832;1830;;;1834;collection;Х43ж;unreg;rhymed;core;Х;43;ж;рз;no;
412;Цыганов, Н.Г.;Брезжит месяц молодой;Русские песни Н. Цыганова. М., 1834. С. 47-49/ Песни русских поэтов. Л., 1936. С. 240-241;1832;1830;;;1834;collection;Х43мж;reg;rhymed;core;Х;43;мж;рз;no;
413;Цыганов, Н.Г.;Ахти беда-неволюшка;Русские песни Н. Цыганова. М., 1834. С. 49-50/ Песни русских поэтов. Л., 1936. С. 241-242.;1832;1830;;;1834;collection;Я3д;reg;rhymed;core;Я;3;д;3;no;
414;Цыганов, Н.Г.;Ах не звездочка сияет;Русские песни Н. Цыганова. М., 1834. С. 51-52/ Песни русских поэтов. Л., 1936. С. 242-243.;1832;1830;;;1834;collection;Х4жм;reg;rhymed;core;Х;4;жм;4;no;
415;Цыганов, Н.Г.;Полетай соловеюшко;Русские песни Н. Цыганова. М., 1834. С. 52-53/ Песни русских поэтов. Л., 1936. С. 243-244.;1832;1830;;;1834;collection;Ан2д;unreg (хореич);occ;core;Ан;2;д;2;no;
416;Цыганов, Н.Г.;Ах об чем голубка Маша;Русские песни Н. Цыганова. М., 1834. С. 54-55/ Песни русских поэтов. Л., 1936. С. 244.;1832;1830;;;1834;collection;Х4жм;reg;rhymed;core;Х;4;жм;4;yes;
417;Цыганов, Н.Г.;Перелетная пичужечка;Русские песни Н. Цыганова. М., 1834. С. 55-56/ Песни русских поэтов. Л., 1936. С. 245.;1832;1830;;;1834;collection;Х4д;reg;rhymed;core;Х;4;д;4;yes;Ты бесчастный добрый молодец
418;Цыганов, Н.Г.;Ах ты ночка моя ноченька;Русские песни Н. Цыганова. М., 1834. С. 57-58/ Песни русских поэтов. Л., 1936. С. 245-246.;1832;1830;;;1834;collection;Х4д;unreg;occ;core;Х;4;д;4;mb;Ах ты ноченькая ты ноченька осенняя (Новиков)
419;Цыганов, Н.Г.;Течет речка по песочку;Русские песни Н. Цыганова. М., 1834. С. 60-61/ отд. изд. с музыкой Дюбука. М., 1833);1832;1830;;;1834;collection;Х43ж;unreg (перебои);rhymed;core;Х;43;ж;рз;no;
420;Цыганов, Н.Г.;Ночь осенняя хоть глаза коли темна;Русские песни Н. Цыганова. М., 1834/ С. 61-63/ Песни русских поэтов. Л., 1936. С. 248-249;1832;1830;;;1834;collection;Х6м;unreg (нарушения в зачине, перебои);rhymed;core;Х;6;м;6;no;
421;Цыганов, Н.Г.;Ах ты рощица;Русские песни Н. Цыганова. М., 1834. С. 63-64/ Песни русских поэтов. Л., 1936. С. 249-250.;1832;1830;;;1834;collection;Пс;reg;rhymed;core;Пс;1;;Пс;no;
422;Цыганов, Н.Г.;Каркнул ворон на березе;Русские песни Н. Цыганова. М., 1834. С. 64-66/ Песни русских поэтов. Л., 1936. С. 250-251;1832;1830;;;1834;collection;Х4жм;reg;rhymed;core;Х;4;жм;4;no;4
423;Цыганов, Н.Г.;У соловьюшки одна песенка;Русские песни Н. Цыганова. М., 1834. С. 67-68/ Песни русских поэтов. Л., 1936. С. 251-252;1832;1830;;;1834;collection;Пс2;unreg;occ;core;Пс;2;;Пс;no;
